rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
1621,4,14.9,7.12,0.54,54.2
2852,2,15.9,10.17,0.42,18.6
500,1,18.4,5.8,0.77,74.8
2564,2,8.6,8.85,0.5,33.7
2672,0,1.1,6.52,0.92,80.1
500,1,4.1,6.97,0.56,76.5
1560,3,8.2,8.2,0.52,48.0
1539,1,14.5,8.19,0.54,49.7
814,3,2.5,7.67,0.81,66.0
1255,2,11.1,8.16,0.69,65.8
1022,2,4.3,8.96,0.67,58.4
3026,3,10.7,8.56,0.64,27.5
2454,4,10.4,11.3,0.78,24.0
2690,2,1.6,8.26,0.92,48.7
2305,2,13.4,8.57,0.65,50.3
1009,1,4.4,6.92,0.48,68.8
1432,2,11.7,7.35,0.78,52.6
2142,3,21.0,6.51,0.73,37.9
944,3,6.8,9.59,0.5,41.1
2299,1,12.1,7.83,0.32,37.8
1631,4,9.1,6.14,0.5,44.5
1537,1,1.4,5.02,1.0,93.1
2297,2,18.5,9.92,0.49,21.5
2110,2,11.3,8.83,0.72,45.8
1547,3,13.5,8.02,0.87,55.1
2611,2,3.4,8.64,0.52,47.2
1043,2,6.9,7.11,0.66,66.2
2231,0,5.6,7.35,0.77,65.3
2215,1,8.9,7.19,0.85,61.7
1583,2,14.7,7.26,0.58,39.0
2028,4,15.2,10.38,0.41,24.0
924,0,5.7,6.23,0.94,85.3
2446,2,6.4,5.87,0.68,62.9
1670,2,8.5,7.86,0.5,47.0
1434,4,11.9,8.65,0.74,41.7
2534,1,6.8,8.05,0.8,51.6
1306,1,8.1,5.54,0.99,91.7
814,2,16.1,8.63,0.51,52.6
710,1,6.5,7.28,0.62,70.8
2224,3,7.2,10.25,0.71,39.7
903,1,11.0,6.44,0.94,88.6
3028,6,11.4,9.88,0.8,16.8
500,2,9.3,6.14,0.84,75.0
2987,4,6.4,9.6,0.52,22.8
1947,2,10.8,7.95,0.59,44.9
1732,3,10.3,8.41,0.71,53.0
1418,7,11.9,9.78,0.22,5.7
2079,2,7.6,6.1,0.93,62.3
1773,2,8.8,7.9,0.79,58.9
2572,2,19.7,6.89,0.96,59.0
1879,2,8.0,7.81,0.54,46.5
1905,2,19.7,8.61,0.56,34.0
1545,3,13.1,8.78,0.9,48.6
1760,2,4.6,8.73,0.65,47.2
2015,6,16.3,9.23,0.68,20.2
602,2,11.8,7.31,0.37,53.7
856,2,16.0,10.26,0.62,40.3
2320,2,8.9,7.93,0.67,47.6
1919,1,14.6,7.87,0.8,60.3
1671,2,15.2,6.22,0.74,65.7
1812,1,3.5,5.84,0.76,78.7
2043,3,6.1,8.32,0.71,45.3
1422,4,4.2,5.78,0.67,50.7
1255,2,15.0,7.31,0.6,53.4
1937,3,5.1,10.15,0.59,35.1
1115,1,15.0,6.86,0.9,75.3
2085,1,16.0,7.35,0.71,43.3
608,0,18.8,7.73,0.64,64.9
2520,4,15.9,8.62,0.79,27.0
2130,2,14.2,9.19,0.63,38.2
1979,3,11.4,12.16,0.78,35.3
2487,6,7.8,8.64,0.46,22.2
2965,6,9.4,9.25,0.33,0.1
2510,2,7.7,8.23,0.64,41.3
511,1,12.1,7.23,0.59,68.1
904,5,11.7,7.27,0.56,40.8
1362,3,8.9,8.24,0.61,50.3
1818,2,19.1,9.68,0.74,46.0
2162,0,4.4,6.53,0.72,69.2
1291,1,3.3,8.85,0.72,65.6
1930,3,16.4,10.75,0.41,10.6
1271,2,15.4,7.4,0.95,69.1
1371,3,16.7,7.4,0.9,52.7
815,1,6.2,7.4,0.83,72.6
1153,0,5.2,6.16,0.82,75.1
853,3,19.1,9.52,0.68,40.0
1116,2,8.7,7.41,0.43,52.5
2537,3,12.6,8.66,0.97,45.2
1135,1,16.8,8.32,0.57,51.6
3642,3,8.2,8.31,0.58,24.9
2145,4,9.5,8.3,0.74,34.7
1929,3,10.2,8.0,0.97,59.1
1199,3,13.3,7.35,0.77,49.6
2290,3,5.9,7.73,0.69,45.6
1397,3,5.6,8.97,0.61,40.6
1885,2,8.1,7.87,0.81,48.9
3592,5,17.4,11.97,0.56,0.0
1732,2,12.6,6.63,0.56,47.0
2604,3,9.9,5.94,0.42,37.7
1307,2,13.1,6.79,0.78,63.5
1775,2,4.5,7.03,0.84,67.4
3039,4,13.1,9.39,0.53,17.8
1361,2,10.3,6.52,0.83,70.3
3068,3,18.2,8.98,0.82,31.5
2295,3,13.5,9.73,0.32,26.0
1406,3,1.6,8.07,0.4,51.0
2242,2,4.1,8.12,0.69,51.2
2480,3,13.5,4.97,0.61,50.5
2235,3,1.9,7.31,0.67,51.1
700,5,13.7,10.76,0.54,23.8
1291,1,6.5,7.35,0.72,69.0
1626,1,9.0,6.17,0.69,62.6
1747,2,7.1,6.84,0.71,67.8
2234,5,18.5,10.37,0.58,1.3
1924,3,9.7,7.41,0.62,50.9
865,2,12.7,8.78,0.97,66.7
2066,2,12.6,7.13,0.47,37.3
2227,3,5.5,8.06,1.0,58.4
2191,2,11.8,9.69,0.56,32.9
2556,6,12.3,10.81,0.51,12.6
2383,3,13.6,9.87,0.6,22.4
2121,2,4.9,7.94,0.91,56.8
1750,2,8.8,7.36,0.76,59.2
637,5,15.9,9.56,0.71,37.6
2100,2,12.0,10.05,0.91,37.9
1945,2,5.8,7.42,0.55,51.0
1990,3,13.0,7.84,0.69,37.8
906,3,13.6,7.75,0.96,61.2
1043,1,2.1,5.34,0.57,83.9
2537,2,2.0,6.4,0.85,61.4
1772,5,17.0,8.7,0.53,27.5
2277,2,4.5,8.03,0.68,48.8
1819,2,10.9,6.84,0.78,54.7
1820,3,10.8,7.31,0.54,49.3
2456,6,12.6,9.64,0.66,19.9
1438,0,15.8,8.08,0.83,62.0
1867,2,5.2,9.22,0.78,58.4
1476,3,7.5,6.73,0.65,56.6
1495,7,19.7,11.78,0.4,0.0
1583,3,13.2,7.57,0.69,58.2
1955,3,12.3,10.51,0.7,34.8
1464,5,15.4,10.24,0.81,23.2
2679,3,8.7,8.07,0.87,51.1
1173,2,5.1,6.16,0.6,63.8
1669,5,21.8,8.45,0.78,26.8
1492,5,8.3,7.51,0.64,47.2
2812,1,0.0,9.53,0.9,59.1
1937,4,9.2,8.37,0.75,36.2
2522,5,18.0,7.99,0.78,29.1
760,2,0.3,4.92,0.63,81.7
1986,2,6.2,7.8,0.68,45.1
2422,2,14.9,7.68,0.71,43.8
1857,5,7.7,10.42,0.59,24.2
2545,3,12.5,8.18,0.84,48.4
1437,0,8.0,6.36,0.79,82.7
2786,2,10.7,8.19,0.86,53.0
3409,2,13.5,9.52,0.79,27.4
1546,0,1.7,6.68,0.69,69.5
1488,2,15.0,8.79,0.86,45.7
2817,4,6.8,10.75,0.45,11.4
2905,6,12.8,9.3,0.61,9.0
1433,3,9.8,7.75,0.72,50.4
1505,3,13.7,8.59,0.75,51.5
1602,2,2.5,8.44,0.75,62.0
858,2,18.5,8.97,0.78,53.6
1156,2,9.0,8.81,0.82,65.7
1097,3,15.6,6.82,0.61,52.9
1262,2,4.2,7.46,0.78,65.9
1775,2,7.7,4.69,0.7,69.1
1963,2,0.0,7.32,0.5,50.3
2885,5,18.2,11.19,0.57,0.0
1101,3,6.5,5.64,0.93,74.5
2489,2,4.6,8.45,0.46,34.5
1650,2,13.1,7.41,0.75,57.0
1765,6,0.0,9.36,0.69,38.5
2272,4,11.7,8.89,0.55,27.6
1014,1,18.1,7.46,0.67,60.3
2067,4,7.8,8.05,0.37,36.0
1916,2,5.9,7.94,0.89,69.8
2144,3,16.2,9.28,0.71,27.4
2002,1,3.2,6.84,0.94,71.6
3518,6,22.3,9.02,0.58,0.0
1353,3,17.1,8.84,0.45,38.4
1428,1,11.8,9.47,0.81,55.7
1363,3,6.8,7.38,0.83,59.5
1411,3,11.1,7.36,0.63,54.6
1353,2,9.0,8.31,0.95,64.0
2632,4,13.2,8.02,0.62,38.5
2794,2,12.0,8.09,0.74,44.5
1400,5,11.3,8.3,0.8,58.6
1217,2,7.7,7.25,0.61,58.3
2129,1,12.8,7.07,0.73,66.4
1413,1,20.8,7.83,0.47,48.7
2243,2,4.3,8.25,0.72,45.0
1942,2,14.2,8.51,0.67,45.7
738,5,16.6,9.58,0.59,24.3
2883,1,11.5,9.15,0.82,54.0
3057,4,14.0,10.76,0.48,9.9
1371,3,8.9,7.6,0.63,62.1
1528,4,13.5,7.04,0.78,45.5
2000,3,10.1,7.96,0.88,48.2
2034,8,20.4,10.07,0.45,0.0
2260,4,15.1,7.75,0.9,39.8
3207,1,0.0,8.7,0.97,48.6
1676,2,11.3,8.07,0.6,52.4
1241,2,11.6,6.28,0.71,59.5
834,6,20.5,11.65,0.67,16.8
1288,1,9.2,8.37,0.57,65.2
1776,0,5.9,7.41,0.58,60.2
3056,4,17.5,9.79,0.67,23.2
1437,5,10.3,8.67,0.67,40.6
1956,3,4.0,8.19,0.63,42.4
1788,0,11.1,6.52,0.6,58.6
2631,2,16.9,7.25,0.8,44.0
3568,3,9.8,8.06,0.63,26.0
1428,4,9.1,6.77,0.65,63.6
1457,0,14.0,7.17,0.59,67.0
2530,5,16.6,10.3,0.67,17.2
2277,3,10.2,6.71,0.67,44.3
3092,5,15.3,10.17,0.54,7.3
2208,3,6.7,9.51,0.39,28.3
1548,4,14.4,9.93,0.89,45.3
2213,2,0.5,9.92,0.56,36.8
2576,4,8.5,7.69,0.94,51.6
2374,7,15.6,9.86,0.51,14.8
2155,4,13.6,8.4,0.77,40.2
2546,2,8.4,8.29,0.8,50.0
2618,3,16.5,9.36,0.48,17.7
2767,2,11.3,6.02,0.95,65.9
2254,1,6.8,8.33,0.69,61.6
1683,3,10.6,8.17,0.8,51.9
1902,2,13.6,8.89,0.36,38.9
2644,2,12.3,9.44,0.62,34.0
1228,1,7.6,5.14,0.7,86.5
2058,1,16.5,8.03,0.84,52.6
1524,2,5.7,5.18,0.68,69.6
1820,2,18.0,9.75,0.95,53.9
2694,2,3.2,8.92,0.43,24.7
1933,1,3.0,6.09,0.58,63.7
1832,3,6.0,7.64,0.54,58.1
848,3,17.6,7.28,0.48,46.5
2322,7,13.5,11.46,0.5,1.9
2251,3,10.1,7.4,0.4,31.7
3314,2,3.4,6.57,0.49,39.2
1584,0,5.4,4.94,0.45,70.5
1953,0,6.8,6.33,0.86,82.5
1974,2,13.3,6.73,0.56,46.8
2904,4,14.5,8.55,0.6,31.0
1733,2,7.1,9.55,0.74,44.0
1995,3,4.8,6.14,0.6,54.4
2225,3,10.3,8.68,0.36,28.8
1930,2,19.4,9.47,0.79,39.4
1487,2,12.0,6.69,0.64,62.9
1935,5,8.4,9.44,0.88,47.7
2551,6,7.5,9.04,0.57,12.6
1081,5,9.0,9.37,0.62,35.5
1893,4,11.3,7.2,0.55,43.3
1309,1,15.2,7.51,0.74,60.7
2636,4,0.0,6.69,0.78,43.2
733,3,13.0,8.69,0.89,56.1
1408,2,5.5,6.73,0.84,63.0
2064,4,16.3,12.51,0.27,0.0
2895,1,10.4,6.37,0.63,59.4
1753,2,21.0,7.7,0.53,31.1
1411,3,12.3,8.5,0.74,55.8
3116,3,19.6,9.03,0.51,22.5
786,0,3.7,4.55,0.76,93.4
500,2,8.9,6.61,0.54,70.0
2108,3,1.8,6.9,0.77,61.6
1448,2,11.2,7.6,0.78,54.9
1085,2,9.1,9.29,0.69,52.7
2295,3,13.6,7.45,0.78,42.9
1970,4,12.0,10.8,0.79,33.0
1405,3,18.7,8.21,0.67,40.7
903,2,9.2,6.07,0.84,84.9
2410,2,13.1,8.55,0.91,55.1
2255,4,20.9,9.8,0.7,24.0
1730,1,18.0,8.86,0.69,42.3
3092,3,13.6,11.2,0.8,19.2
1050,2,11.1,7.39,0.79,68.0
732,3,13.7,8.39,0.5,58.1
1315,2,18.5,8.37,0.6,44.7
1768,5,14.5,6.76,0.8,50.9
1970,7,17.2,10.36,0.57,13.2
1631,3,7.4,10.09,0.73,41.4
2046,3,7.7,8.6,0.63,46.0
923,1,12.1,4.48,0.94,96.6
2810,4,8.3,9.87,0.5,23.0
1742,1,10.8,10.1,0.86,49.3
2582,3,10.2,7.46,0.81,50.9
2039,0,4.8,6.7,0.95,77.5
2119,4,8.6,7.77,0.65,36.9
2198,6,27.3,8.14,0.71,20.5
2113,6,17.9,8.68,0.69,18.7
2249,1,2.3,7.77,0.68,48.2
2730,2,22.9,10.41,0.79,23.5
1937,4,13.5,8.44,0.67,40.7
2296,1,5.6,4.74,0.95,84.3
1737,2,9.4,7.37,0.67,58.9
2808,2,18.4,8.04,0.81,38.7
1326,3,8.0,9.27,0.77,51.8
3060,3,9.5,9.77,0.53,33.2
1771,3,14.4,9.28,0.58,43.0
798,2,9.2,7.54,0.55,60.1
1889,3,18.5,8.18,0.72,42.9
1323,2,6.6,6.46,0.83,67.2
2388,4,9.4,9.61,0.71,26.5
1343,4,11.0,10.19,0.77,39.2
1487,4,11.5,6.16,0.71,56.6
500,1,10.9,5.14,0.52,81.5
1483,4,11.8,9.55,0.66,38.6
500,3,8.0,5.8,0.74,77.1
691,3,14.1,7.38,0.82,68.6
2332,3,7.7,7.11,0.73,52.0
2350,3,15.8,8.0,0.8,40.4
2097,2,0.8,9.44,0.78,54.3
1123,0,9.2,3.63,0.78,94.6
1766,6,14.9,6.86,0.29,31.2
1797,1,11.1,9.56,0.77,46.5
989,3,14.1,8.34,0.79,63.9
2852,4,13.0,9.74,0.45,12.8
2414,3,22.0,10.85,0.52,10.8
1645,1,12.4,8.31,0.83,62.2
1818,2,19.6,7.99,0.85,57.7
1945,4,14.3,10.82,0.42,12.4
500,0,5.0,6.36,0.74,88.9
1626,2,0.0,8.92,0.79,55.9
1322,3,13.5,6.58,0.61,56.0
1098,1,12.4,6.57,0.75,78.8
1603,3,5.3,6.22,0.34,44.5
3058,0,8.2,7.0,0.91,58.4
2248,4,5.8,7.19,0.53,42.8
1400,3,15.8,7.49,0.73,54.7
2200,0,11.4,6.14,0.68,74.7
2779,1,0.0,8.63,0.4,36.1
2447,2,3.1,6.85,0.43,51.3
1841,0,0.0,7.07,0.73,81.9
1347,1,11.0,7.57,0.75,65.0
2288,3,13.5,7.2,0.74,46.1
2075,2,14.8,6.39,0.65,51.1
2426,3,6.1,8.05,0.4,30.8
2244,1,6.9,8.77,0.52,41.1
2534,4,8.9,10.34,0.54,31.8
1425,2,5.8,6.98,0.67,67.9
2722,2,5.7,7.46,0.79,48.7
1938,3,5.2,9.49,0.63,41.0
3252,4,14.7,10.63,0.49,6.7
1317,1,16.5,5.61,0.56,63.8
3015,5,18.4,10.58,0.64,13.4
1938,0,6.0,6.89,0.79,70.2
1344,1,8.7,6.02,0.66,67.0
1461,3,13.6,8.47,0.58,51.2
1575,4,13.6,8.88,0.59,34.9
2096,3,7.1,8.25,0.93,53.4
2165,3,13.8,5.5,0.53,49.5
1398,2,13.0,6.85,0.45,52.6
1782,1,4.5,9.48,0.66,47.8
3299,7,17.0,11.17,0.59,0.0
3009,7,15.3,11.66,0.43,0.0
2105,4,15.2,9.13,0.76,39.1
1826,7,13.1,11.4,0.32,0.0
1884,3,21.2,9.55,0.62,22.4
2229,0,1.0,7.31,0.74,61.5
1084,3,20.7,4.93,0.69,55.2
1619,2,6.2,8.52,0.68,46.8
631,3,14.4,7.66,0.61,57.8
2079,3,6.2,8.97,0.53,31.3
2253,0,4.2,8.4,0.76,61.6
1461,1,4.7,7.83,0.51,58.5
2901,3,9.0,8.19,0.44,21.4
941,3,6.8,8.73,0.51,51.6
774,5,24.8,10.25,0.5,18.2
1957,5,19.1,9.28,0.61,28.4
2532,3,10.2,9.69,0.91,41.1
2978,4,17.8,8.93,0.63,23.2
1478,3,22.9,10.37,0.68,30.9
2555,3,16.9,8.59,0.6,33.1
1773,2,18.0,8.79,0.75,42.1
1679,3,17.9,9.88,0.6,34.0
2418,1,16.5,7.64,0.57,50.7
2256,3,16.5,8.12,0.56,33.7
696,1,4.0,7.11,0.65,73.7
2833,2,18.1,8.99,0.87,35.2
2766,4,13.1,7.21,0.66,42.5
1362,2,12.0,8.23,0.88,52.7
2077,4,2.5,7.93,0.58,39.7
2145,5,10.2,9.79,0.67,35.4
1982,3,17.8,7.96,0.69,47.9
1414,5,19.0,7.43,0.42,32.0
1329,1,13.2,7.58,0.79,58.2
1782,6,8.0,11.03,0.49,21.2
2620,2,11.6,8.55,0.77,42.1
2180,1,9.0,7.6,0.98,68.0
1540,3,15.2,8.95,0.58,46.4
2340,4,12.1,8.78,0.58,37.3
500,3,7.8,7.12,0.75,70.9
2604,2,7.3,8.05,0.74,46.3
582,2,0.0,7.63,0.53,71.3
1546,5,12.6,7.86,0.84,42.6
1016,4,12.0,9.52,0.45,26.8
893,2,3.4,7.42,0.69,74.0
2612,2,7.9,6.44,0.87,61.8
1472,3,24.8,8.51,0.59,29.9
2042,2,6.3,7.45,0.83,56.0
1767,2,15.5,6.3,0.58,49.2
2133,1,9.4,7.17,0.7,62.5
1853,1,10.3,7.67,0.62,56.0
901,3,16.1,8.73,0.81,63.1
2497,1,0.0,6.63,0.78,74.9
1454,3,14.5,10.38,0.59,43.5
710,3,6.5,8.54,0.6,61.6
1500,0,11.4,6.77,0.9,80.3
2850,2,12.3,11.21,0.81,32.5
2395,3,3.2,7.81,0.47,41.6
1555,8,25.3,10.71,0.52,7.9
1555,1,12.9,7.73,0.44,53.0
1574,1,9.9,7.86,0.91,68.8
3253,4,24.1,9.91,0.86,17.0
2067,1,5.2,6.72,0.58,53.4
2101,5,13.0,9.56,0.81,35.4
2521,3,16.9,8.27,0.48,23.9
1967,2,14.9,7.1,0.71,49.3
1618,1,11.7,7.09,0.76,57.2
1662,1,4.9,6.14,0.54,63.7
1749,9,20.6,9.91,0.41,0.0
1773,5,28.7,9.26,0.66,21.1
2309,6,21.1,10.6,0.28,0.0
1836,2,14.0,8.85,0.97,61.2
2312,1,26.1,6.91,0.73,43.9
1743,3,17.3,8.18,0.46,25.0
1855,3,14.7,7.68,0.5,38.0
500,1,7.8,5.89,0.87,89.2
2441,2,8.1,11.32,0.79,35.6
2042,0,2.0,7.77,0.82,68.8
2498,2,10.0,7.57,0.58,42.7
500,3,8.8,6.81,0.67,63.7
3261,2,9.6,7.48,0.69,44.3
1702,3,12.9,6.35,0.69,67.7
2575,6,12.4,10.72,0.76,16.3
1072,1,13.9,6.25,0.91,73.8
2228,3,10.7,8.79,0.52,39.7
1062,0,5.6,3.5,0.7,87.8
1363,0,11.7,6.55,0.88,67.0
3139,5,14.5,9.83,0.65,23.0
1666,4,7.3,7.01,1.0,64.4
1952,2,2.9,7.74,0.77,67.0
2409,3,9.6,9.75,0.76,35.0
2146,2,18.4,9.62,0.81,39.7
1905,2,12.9,9.43,0.61,43.0
2055,5,17.1,10.02,0.61,22.7
3482,1,8.2,7.19,0.61,36.5
1759,2,12.2,9.37,1.0,50.8
1940,4,16.9,8.45,0.36,26.3
2535,4,12.0,7.99,0.61,36.9
2573,6,8.2,8.5,0.88,28.2
2630,1,5.2,9.91,0.59,36.2
2247,4,8.8,9.27,0.9,37.6
999,3,24.1,9.84,0.53,26.4
2943,4,14.4,8.2,0.44,20.8
997,1,8.0,5.85,0.96,81.9
2011,2,3.7,7.45,0.63,58.2
1272,3,15.7,5.77,0.55,61.9
1755,2,12.7,5.83,0.5,59.6
2030,4,13.5,9.67,0.91,42.4
2024,3,13.9,6.76,0.86,47.4
2095,3,5.9,8.56,0.58,45.3
2929,5,14.0,9.69,0.71,24.7
2117,4,13.3,10.57,0.57,28.5
1629,3,15.5,8.1,0.52,34.8
2474,4,17.7,7.61,0.73,36.6
2632,4,0.0,9.93,0.58,29.1
940,4,11.7,6.96,0.62,62.2
2218,5,18.5,9.59,0.76,33.0
2290,1,17.6,7.42,0.73,45.6
1591,6,10.0,9.19,0.42,22.7
2762,3,11.3,9.85,0.69,22.9
1694,2,13.7,8.41,0.36,34.9
1887,5,17.1,9.15,0.61,20.8
1678,3,5.4,8.14,0.69,52.5
1810,3,6.1,5.6,0.52,51.9
1032,4,2.1,6.65,0.74,70.5
791,1,6.9,5.66,0.62,68.7
2916,4,8.6,7.68,0.62,35.3
1207,1,0.0,6.71,0.67,77.1
1106,1,11.4,5.45,0.9,76.0
500,4,11.5,6.86,0.41,50.8
1352,2,13.3,10.39,0.67,29.5
873,1,11.0,7.03,0.62,74.5
2949,7,20.5,9.46,0.81,7.3
2506,3,10.0,8.77,0.65,40.7
1318,2,10.4,8.66,0.52,49.2
3376,3,10.7,8.92,0.59,30.8
2487,7,21.2,12.98,0.72,0.0
1572,1,12.8,7.05,0.79,63.1
500,3,14.0,6.72,0.54,48.5
3403,4,6.1,10.55,0.54,13.9
827,3,21.6,9.79,0.82,43.9
648,2,8.0,7.44,0.46,56.4
2515,3,10.1,8.34,0.76,47.7
3507,2,18.8,9.58,0.71,25.9
2768,6,15.7,9.66,0.42,0.6
2194,1,7.3,6.96,0.78,61.9
2216,3,15.2,8.91,0.53,30.7
2397,3,6.5,7.6,0.42,41.6
2331,5,5.5,9.56,0.56,31.5
1996,4,9.1,7.95,0.58,37.6
1872,3,20.4,11.3,0.89,28.9
1756,1,4.8,6.82,0.55,61.6
1272,4,11.0,7.06,0.35,36.4
1603,2,11.3,7.38,0.47,51.9
614,1,12.1,7.03,0.72,69.8
1731,1,11.0,8.04,0.57,51.3
1107,1,4.7,4.06,0.53,74.6
1027,1,17.0,6.84,0.68,58.8
1925,0,7.4,3.67,0.67,82.9
2774,3,17.5,9.69,0.78,35.0
2442,2,4.6,7.06,0.81,52.7
700,2,12.7,8.24,0.62,67.5
1107,1,12.2,6.76,0.69,71.5
2458,4,8.9,7.96,0.95,48.8
1112,4,16.4,7.9,1.0,58.3
1642,6,8.1,10.44,0.96,33.0
2185,1,4.1,7.92,0.74,62.5
1122,2,13.9,8.75,0.64,51.6
1873,1,1.8,5.43,0.52,64.2
866,1,12.8,7.37,0.87,67.1
1379,5,8.6,10.69,0.66,44.2
2023,4,16.6,9.27,0.53,35.1
684,2,1.6,7.53,0.74,72.8
2108,2,8.9,8.72,0.61,41.9
1786,1,11.8,8.24,0.6,50.1
2186,2,19.8,8.16,0.76,53.8
1956,3,7.7,8.6,0.9,52.5
2754,4,3.7,7.72,0.85,38.8
1887,1,3.5,8.61,0.4,38.2
1499,5,17.1,9.36,0.67,27.7
1885,4,22.5,7.97,0.63,34.8
2180,2,7.1,9.71,0.69,40.2
1834,3,16.4,11.03,0.67,30.0
1828,3,12.0,8.31,0.62,33.3
1308,4,15.0,6.69,0.27,30.5
1335,1,8.0,7.52,0.81,71.4
818,5,8.6,6.11,0.72,67.9
3024,3,18.1,7.29,0.74,26.7
929,4,10.5,9.26,0.6,40.0
1314,4,8.9,8.46,0.42,40.8
1297,0,9.0,6.03,0.77,77.4
2426,1,8.6,10.03,0.68,38.8
1593,4,23.1,8.51,0.98,45.0
2673,5,14.5,9.6,0.52,15.6
1328,10,20.0,13.39,0.68,0.0
1995,3,16.7,8.45,0.63,36.1
1215,3,11.8,7.54,0.46,50.1
3301,7,19.7,12.17,0.5,0.0
968,2,12.2,5.62,0.69,73.7
2016,2,15.3,8.49,0.62,44.7
2243,6,20.5,10.96,0.53,4.6
2089,1,4.8,7.44,0.77,61.1
1670,2,4.9,8.65,0.68,47.0
1709,4,7.0,7.41,0.74,55.5
1830,1,11.1,9.67,0.83,49.9
1697,4,20.1,8.07,0.58,29.9
2474,5,5.2,10.05,0.41,15.7
3347,4,22.1,10.14,0.64,11.0
1409,1,13.7,8.47,0.81,52.7
841,5,8.0,8.56,0.51,41.7
1738,3,9.8,6.16,0.59,56.0
3605,3,7.0,8.49,0.73,26.0
1237,1,15.4,6.38,0.9,71.6
2947,3,15.3,10.5,1.0,29.9
2974,4,11.1,8.02,0.7,34.7
1412,1,9.1,7.89,0.75,59.0
2198,3,15.6,8.29,0.56,32.5
2939,3,10.3,7.65,0.98,48.1
1534,2,6.3,8.67,1.0,64.5
1657,3,11.0,8.49,0.71,52.2
1392,1,10.7,6.92,0.58,63.2
1089,1,4.0,5.19,0.43,72.9
1345,1,7.7,5.77,0.7,65.5
943,1,8.9,9.17,0.58,58.4
1823,2,10.5,9.24,0.94,36.9
1261,1,15.5,5.38,0.66,68.7
1963,2,13.2,8.7,0.8,41.6
710,5,16.4,7.74,0.69,50.2
2031,4,7.3,8.91,0.36,24.1
2383,4,10.3,9.95,0.64,25.1
500,0,9.4,5.02,0.81,94.8
2061,5,13.7,8.88,0.74,37.0
2659,1,13.5,8.02,0.38,23.2
953,2,13.7,8.29,1.0,68.1
2970,1,0.0,5.66,0.64,62.8
2093,1,10.4,6.36,0.45,50.4
1306,4,15.2,9.84,0.64,35.4
1760,3,1.3,6.07,0.65,49.8
2190,2,12.1,7.81,0.63,47.0
1853,4,26.6,6.6,0.63,33.5
2177,5,11.5,10.19,0.82,29.3
1155,1,6.8,6.17,0.55,67.8
1918,1,10.3,7.66,1.0,66.4
810,2,15.6,7.37,0.85,68.3
1722,5,18.6,6.93,0.71,43.2
1167,2,6.4,7.22,0.56,53.6
1285,4,14.4,8.23,0.69,44.2
2665,2,8.5,6.77,0.98,61.5
2563,5,11.1,8.25,0.71,28.3
2226,5,18.3,9.89,0.41,12.1
1035,3,23.7,8.09,0.42,30.6
1578,2,9.3,7.43,0.45,38.6
2649,2,7.4,7.25,0.89,54.2
1899,5,8.5,7.73,0.44,32.5
3423,3,17.2,8.98,0.68,20.0
2075,4,23.7,10.61,0.78,24.4
1934,5,6.5,8.9,0.65,26.0
1583,2,8.7,7.25,0.42,45.8
1893,5,3.0,9.11,0.5,37.8
1693,4,16.0,9.14,0.67,38.6
2295,1,5.9,6.59,0.68,63.0
2469,7,11.5,9.29,0.76,15.6
1249,1,6.1,5.98,0.67,70.7
868,1,2.5,4.81,0.8,92.2
514,1,15.3,7.83,0.8,61.7
2155,3,15.6,8.2,0.63,40.6
1027,2,17.2,10.04,0.69,46.5
500,5,11.4,7.69,0.56,49.4
2072,6,17.1,10.89,0.86,21.8
3545,2,12.6,8.34,0.85,38.5
1795,1,11.7,7.38,1.0,64.5
2386,4,10.4,8.44,0.61,35.3
1857,3,14.6,7.89,0.39,43.4
1730,1,13.5,8.88,0.39,46.9
2443,4,14.0,9.26,0.43,25.4
1596,2,11.6,7.05,0.77,58.9
1987,3,20.6,6.65,0.78,49.2
2025,2,14.3,7.41,0.81,44.7
1332,1,5.2,7.76,1.0,61.2
2494,3,10.0,7.99,0.47,38.8
1677,3,19.9,7.71,0.64,43.5
1270,1,22.5,8.14,0.87,54.8
2175,1,6.3,5.51,0.72,69.0
1171,2,13.1,10.86,0.49,31.1
1819,1,11.2,9.48,0.84,50.7
1793,3,14.0,9.36,0.62,45.1
2560,3,7.6,8.97,0.62,34.3
2132,1,12.1,5.91,0.64,59.8
1782,1,5.2,4.87,0.61,73.6
2372,3,2.8,8.24,0.77,44.9
2773,6,19.4,11.88,0.75,4.0
2190,3,20.8,8.71,1.0,46.3
1807,4,10.8,7.74,0.54,38.4
881,1,9.3,6.44,0.77,70.5
1054,4,8.3,7.31,0.77,63.1
1586,3,12.5,9.16,0.89,47.9
1373,2,9.8,6.28,0.55,60.8
1669,1,4.9,7.46,0.69,58.1
1839,2,7.4,7.48,0.69,49.1
2170,2,0.4,10.63,0.59,33.3
1750,3,3.1,6.76,0.58,57.3
2140,2,0.5,7.34,0.52,51.7
1845,3,8.1,9.74,0.84,45.2
500,4,11.2,6.07,0.59,67.1
1142,2,12.1,9.27,0.6,43.4
1699,1,14.1,6.25,0.57,63.3
953,0,0.8,4.88,0.8,100.0
2219,1,14.2,9.02,0.98,61.7
2871,6,13.6,9.53,0.55,8.0
2653,7,19.6,11.15,0.56,0.0
1650,0,11.2,7.05,0.81,76.7
2843,0,9.2,9.2,0.75,47.9
